RACE_ID,RACE_NAME,RACE_YEAR,RACE_FROM,RACE_TO,RACE_DISTANCE,RACE_NUMBER_OF_STAGES,RACE_EDITION,RACE_WEBSITE,TEAM_ID,TEAM_NAME,TEAM_COUNTRY,TEAM_MANAGERS,RIDER_NUMBER,RIDER_NAME,RIDER_COUNTRY,RIDER_INFO
1,TOUR DE FRANCE,2014,05/07/2014,27/07/2014,3663.5,21,101,http://www.letour.com/le-tour/2014/us/,2,MOVISTAR TEAM,ESP ,"ARRIETA Jose Luis, GARCIA ACOSTA Vicente",17,PLAZA MOLINA Ruben,ESP,http://www.letour.com/le-tour/2014/us/riders/movistar-team/plaza-molina-ruben.html
1,TOUR DE FRANCE,2014,05/07/2014,27/07/2014,3663.5,21,101,http://www.letour.com/le-tour/2014/us/,2,MOVISTAR TEAM,ESP ,"ARRIETA Jose Luis, GARCIA ACOSTA Vicente",18,ROJAS GIL José Joaquin,ESP,http://www.letour.com/le-tour/2014/us/riders/movistar-team/rojas-gil-jose-joaquin.html
1,TOUR DE FRANCE,2014,05/07/2014,27/07/2014,3663.5,21,101,http://www.letour.com/le-tour/2014/us/,2,MOVISTAR TEAM,ESP ,"ARRIETA Jose Luis, GARCIA ACOSTA Vicente",19,VISCONTI Giovanni,ITA,http://www.letour.com/le-tour/2014/us/riders/movistar-team/visconti-giovanni.html
1,TOUR DE FRANCE,2014,05/07/2014,27/07/2014,3663.5,21,101,http://www.letour.com/le-tour/2014/us/,3,TEAM KATUSHA,RUS ,"AZEVEDO José, SCHMIDT Torsten",21,RODRIGUEZ Joaquim,ESP,http://www.letour.com/le-tour/2014/us/riders/team-katusha/rodriguez-joaquim.html
1,TOUR DE FRANCE,2014,05/07/2014,27/07/2014,3663.5,21,101,http://www.letour.com/le-tour/2014/us/,3,TEAM KATUSHA,RUS ,"AZEVEDO José, SCHMIDT Torsten",22,ISAICHEV Vladimir,RUS,http://www.letour.com/le-tour/2014/us/riders/team-katusha/isaichev-vladimir.html
1,TOUR DE FRANCE,2014,05/07/2014,27/07/2014,3663.5,21,101,http://www.letour.com/le-tour/2014/us/,3,TEAM KATUSHA,RUS ,"AZEVEDO José, SCHMIDT Torsten",23,KRISTOFF Alexander,NOR,http://www.letour.com/le-tour/2014/us/riders/team-katusha/kristoff-alexander.html
1,TOUR DE FRANCE,2014,05/07/2014,27/07/2014,3663.5,21,101,http://www.letour.com/le-tour/2014/us/,3,TEAM KATUSHA,RUS ,"AZEVEDO José, SCHMIDT Torsten",24,PAOLINI Luca,ITA,http://www.letour.com/le-tour/2014/us/riders/team-katusha/paolini-luca.html
1,TOUR DE FRANCE,2014,05/07/2014,27/07/2014,3663.5,21,101,http://www.letour.com/le-tour/2014/us/,3,TEAM KATUSHA,RUS ,"AZEVEDO José, SCHMIDT Torsten",25,PORSEV Alexander,RUS,http://www.letour.com/le-tour/2014/us/riders/team-katusha/porsev-alexander.html
1,TOUR DE FRANCE,2014,05/07/2014,27/07/2014,3663.5,21,101,http://www.letour.com/le-tour/2014/us/,3,TEAM KATUSHA,RUS ,"AZEVEDO José, SCHMIDT Torsten",26,SILIN Egor,RUS,http://www.letour.com/le-tour/2014/us/riders/team-katusha/silin-egor.html
1,TOUR DE FRANCE,2014,05/07/2014,27/07/2014,3663.5,21,101,http://www.letour.com/le-tour/2014/us/,3,TEAM KATUSHA,RUS ,"AZEVEDO José, SCHMIDT Torsten",27,SMUKULIS Gatis,LAT,http://www.letour.com/le-tour/2014/us/riders/team-katusha/smukulis-gatis.html
1,TOUR DE FRANCE,2014,05/07/2014,27/07/2014,3663.5,21,101,http://www.letour.com/le-tour/2014/us/,3,TEAM KATUSHA,RUS ,"AZEVEDO José, SCHMIDT Torsten",28,SPILAK Simon,SLO,http://www.letour.com/le-tour/2014/us/riders/team-katusha/spilak-simon.html
1,TOUR DE FRANCE,2014,05/07/2014,27/07/2014,3663.5,21,101,http://www.letour.com/le-tour/2014/us/,3,TEAM KATUSHA,RUS ,"AZEVEDO José, SCHMIDT Torsten",29,TROFIMOV Yury,RUS,http://www.letour.com/le-tour/2014/us/riders/team-katusha/trofimov-yury.html
1,TOUR DE FRANCE,2014,05/07/2014,27/07/2014,3663.5,21,101,http://www.letour.com/le-tour/2014/us/,4,TINKOFF – SAXO,RUS ,"MAUDUIT Philippe, DE JONGH Steven",31,CONTADOR Alberto,ESP,http://www.letour.com/le-tour/2014/us/riders/tinkoff-saxo/contador-alberto.html
1,TOUR DE FRANCE,2014,05/07/2014,27/07/2014,3663.5,21,101,http://www.letour.com/le-tour/2014/us/,4,TINKOFF – SAXO,RUS ,"MAUDUIT Philippe, DE JONGH Steven",32,BENNATI Daniele,ITA,http://www.letour.com/le-tour/2014/us/riders/tinkoff-saxo/bennati-daniele.html
1,TOUR DE FRANCE,2014,05/07/2014,27/07/2014,3663.5,21,101,http://www.letour.com/le-tour/2014/us/,4,TINKOFF – SAXO,RUS ,"MAUDUIT Philippe, DE JONGH Steven",33,HERNANDEZ BLAZQUEZ Jesus Alberto,ESP,http://www.letour.com/le-tour/2014/us/riders/tinkoff-saxo/hernandez-blazquez-jesus-alberto.html
1,TOUR DE FRANCE,2014,05/07/2014,27/07/2014,3663.5,21,101,http://www.letour.com/le-tour/2014/us/,4,TINKOFF – SAXO,RUS ,"MAUDUIT Philippe, DE JONGH Steven",34,MAJKA Rafal,POL,http://www.letour.com/le-tour/2014/us/riders/tinkoff-saxo/majka-rafal.html
1,TOUR DE FRANCE,2014,05/07/2014,27/07/2014,3663.5,21,101,http://www.letour.com/le-tour/2014/us/,4,TINKOFF – SAXO,RUS ,"MAUDUIT Philippe, DE JONGH Steven",35,MORKOV Michael,DEN,http://www.letour.com/le-tour/2014/us/riders/tinkoff-saxo/morkov-michael.html
1,TOUR DE FRANCE,2014,05/07/2014,27/07/2014,3663.5,21,101,http://www.letour.com/le-tour/2014/us/,4,TINKOFF – SAXO,RUS ,"MAUDUIT Philippe, DE JONGH Steven",36,PAULINHO Sergio Miguel Moreira,POR,http://www.letour.com/le-tour/2014/us/riders/tinkoff-saxo/paulinho-sergio-miguel-moreira.html
1,TOUR DE FRANCE,2014,05/07/2014,27/07/2014,3663.5,21,101,http://www.letour.com/le-tour/2014/us/,4,TINKOFF – SAXO,RUS ,"MAUDUIT Philippe, DE JONGH Steven",37,ROCHE Nicolas,IRL,http://www.letour.com/le-tour/2014/us/riders/tinkoff-saxo/roche-nicolas.html
1,TOUR DE FRANCE,2014,05/07/2014,27/07/2014,3663.5,21,101,http://www.letour.com/le-tour/2014/us/,4,TINKOFF – SAXO,RUS ,"MAUDUIT Philippe, DE JONGH Steven",38,ROGERS Michael,AUS,http://www.letour.com/le-tour/2014/us/riders/tinkoff-saxo/rogers-michael.html
1,TOUR DE FRANCE,2014,05/07/2014,27/07/2014,3663.5,21,101,http://www.letour.com/le-tour/2014/us/,4,TINKOFF – SAXO,RUS ,"MAUDUIT Philippe, DE JONGH Steven",39,TOSATTO Matteo,ITA,http://www.letour.com/le-tour/2014/us/riders/tinkoff-saxo/tosatto-matteo.html
1,TOUR DE FRANCE,2014,05/07/2014,27/07/2014,3663.5,21,101,http://www.letour.com/le-tour/2014/us/,5,ASTANA PRO TEAM,KAZ ,"MARTINELLI Giuseppe, SHEFER Alexandr",41,NIBALI Vincenzo,ITA,http://www.letour.com/le-tour/2014/us/riders/astana-pro-team/nibali-vincenzo.html
1,TOUR DE FRANCE,2014,05/07/2014,27/07/2014,3663.5,21,101,http://www.letour.com/le-tour/2014/us/,5,ASTANA PRO TEAM,KAZ ,"MARTINELLI Giuseppe, SHEFER Alexandr",42,FUGLSANG Jakob,DEN,http://www.letour.com/le-tour/2014/us/riders/astana-pro-team/fuglsang-jakob.html
1,TOUR DE FRANCE,2014,05/07/2014,27/07/2014,3663.5,21,101,http://www.letour.com/le-tour/2014/us/,5,ASTANA PRO TEAM,KAZ ,"MARTINELLI Giuseppe, SHEFER Alexandr",43,GRIVKO Andriy,UKR,http://www.letour.com/le-tour/2014/us/riders/astana-pro-team/grivko-andriy.html
1,TOUR DE FRANCE,2014,05/07/2014,27/07/2014,3663.5,21,101,http://www.letour.com/le-tour/2014/us/,5,ASTANA PRO TEAM,KAZ ,"MARTINELLI Giuseppe, SHEFER Alexandr",44,GRUZDEV Dmitriy,KAZ,http://www.letour.com/le-tour/2014/us/riders/astana-pro-team/gruzdev-dmitriy.html
1,TOUR DE FRANCE,2014,05/07/2014,27/07/2014,3663.5,21,101,http://www.letour.com/le-tour/2014/us/,5,ASTANA PRO TEAM,KAZ ,"MARTINELLI Giuseppe, SHEFER Alexandr",45,IGLINSKIY Maxim,KAZ,http://www.letour.com/le-tour/2014/us/riders/astana-pro-team/iglinskiy-maxim.html
